message_id,content,positive_RA1,category_RA1,positive_RA2,category_RA2,AGREED,CAT_AGREED,positive_db,positive_sm,category_db,category_sm,vote_resolved,category_resolved,final_vote,final_category,final_category_standardized
teArDFa-AqWX2ZXn3DUABMsFYA4hF0mOfqnBEvGp6BX1,What makes you so confident about this?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
hMhS4Cs9DZ7egp-9RR9UP2RS5DRJb1M1c82W+rmYG2dO,"I appreciate you sharing your pitch deck with me. Unfortunately, I'm not able to invest in your company right now. However, I'm interested in keeping in touch and following your progress. Please keep me in the loop and reach out again in the future.",1,updates,1,updates,1,1,,,,,,,1,updates,updates
uk6q9AbJn-gJXdlIq9dJ8nSER=P4Oa39WViBFqiRbnxq,"Hi there, I think your startup has a lot of potential and I would like to learn more about your team's background and experience.",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
fqloMj-Lfj1ghCveVdg+6cME4Vvh+xlTNxiMpSPHx5a0,"We appreciate your interest in our fund. Unfortunately, we do not invest in startups that are still in the very early stages of development. We prefer to invest in companies that have already demonstrated some level of market validation.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
H2H8j+J6VASJd8B91ylOYe3M7YACQl=GzWsDdSwaATIL,We are sorry to say that we are unable to invest in your venture due to our current geographic area focus.,0,geography,0,geography,1,1,,,,,,,0,geography,geography
dnH85ghx9yP=RTBsVmkYE6KfG3+F3QaF=PJAJnLJh030,Thank you for reaching out. This opportunity is not fit for us right now. Wish you the best as you build the business.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
1Hj8JLCtc=anuTN-RtfP2oH45o1E=7DUCcxEek7QN0=0,"While we see potential in your startup, we do not believe it aligns with our current investment thesis. We wish you the best of luck in your future endeavors.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
Xc2p4bcz2i9YZ0HCUIzLF9p+U5b9YHKUsmEHLS=PbVc6,"Thanks, but not in our thesis - best of luck with your round.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
SjnGI+us3V9CVi6oxl6xnmy8jU64H+oFNfxtTB1LjZJO,Hello. We are only doing late stage,0,stage,0,stage,1,1,,,,,,,0,stage,stage
74y5D-hbPGxCaL1ArYFv03X7Eif2v49iJE6er-L7dWnA,"Thanks for sharing, but I'm not interested. Please remove me from your mailing list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
eQzmWtQpPIUiSqFLnCHYG9VGNDwmRZyp=TLU+89EiS3P,We're not the right investor for your current stage of development.,0,stage,0,stage,1,1,,,,,,,0,stage,stage
14MQCpLNThNOQpt=xd=6tcV8bUqUSSXoGyuyEzHfM1bG,"This is not for us. Thanks though,",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
vmAmUT7Vn7dwEZGM1tVjF7qslLWT+JKaltN6KLhd9mbQ,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,click on link (meeting),1,1,,,,,,,1,click on link (meeting),meeting
AZNGDAvpvmvbSX0bSZ-PWxAIz5UHMNHm7H-9LobrFAcN,"Hi Curtis, It is nice to be connected with you. We have an industry-focused pitch session every Friday. We invite 20-25 Startups to pitch to a panel of VCs and Corporate Partners. We look to make introductions for startups to these large multinational corporations based on their focus areas, as well as VC introductions if a company is currently raising a round. You will pitch your company to 40-50 Corporate Partners. They are great for
companies to build connections for new partnerships, business development reasons, or just to gain more customers as well as 60-70 VCs. We would love to have you pitch at our upcoming *Virtual* Money Tech Pitch
session on* June 2nd. * Please, go ahead and fill out the online form [URL]  *ASAP *and I will put you down for the session and will send you more details. Let me know if you need any further assistance, I will be more
than happy to help! I look forward to hearing from you. Have a wonderful day.",1,click on link (meeting),1,meeting,1,0,,,,,,meeting,1,meeting,meeting
noUyLu-xQ15CrIlrLL2oKaKsVMvTVzPUcCbYykQj9Op,Please provide me with the names of your exisitng customers,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
E4wlt4lqeG=5=36BeyOOhYh3hJ=b0Y5i6jgJ-SWt5nsY,"Hi, I'm interested in learning more about your startup and would like to invite you to submit a formal application for investment through our online portal at [URL]. Please include any relevant documents and information.",1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
fz0kcYPMSLw71c8uoVPXVUiZQcLcxoHNgvQZKmO80wV,"While we appreciate your interest, we typically invest in more established companies.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
JY0kHmuAx17+7B+Ffq0w6vy66DcqrXDYW8zU1KxYOXu0,"Thanks, but not interested.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
LOQcJcj09QP9H8G8i-UJmyLlW2Tu=JVpHkKuNbMk9OAh,"Thank you for sharing your vision with us. Unfortunately, we do not invest in companies in your vertical due to the regulatory and legal complexities associated with your industry.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
Y8M=hl5D+9b7ZOonYBNZO603x2CzEeC8fdAHFBCrqOa3,"We could not be more impressed with the progress of your venture and the pitch deck you have provided. Unfortunately, we are not investing in businesses at such an early pre-seed stage at this time.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
eOK1k8x6-upeNOJ8lRmVqXVE0Hwaj1x5RnihrQwAOycJ,Not my thing.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
TnK+tnba=HhRWW26SYE-BiEo5XdDTCAWug2jaj+JP0To,"Your startup looks interesting, but we are currently prioritizing investments in other sectors.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
AmmxkVFYzt5u7ROa6xXSztOv6v6nl5I7hCewxRT11CpC,Unsubscribe ,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
rB=mxcUXv0D4m3AlDZS3RZoWYocJzj=B3sCibkh09QyK,"Thank you for sharing your pitch deck with us. While your idea is intriguing, I am concerned about the competition in this space. Can you provide me with more information on how you plan to differentiate your product?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
NUsh6bTrcMpAEToTIwGUW7M7o1-xxl8w4vnjM0U0h-c-,"We were very interested in learning more about your startup and the pitch deck you’ve submitted. However, as a startup investor, we are not currently investing in businesses at this pre-seed stage.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
6TQMYI3evgjw2PcfF2qaCN5ftXRbVmBwimwP8bE1F2gl,"Hi Curtis, Thanks for sharing your opportunity with us. Suggesting you schedule a meeting here to discuss this: [URL]",1,meeting,1,meeting,1,1,,,,,,,1,meeting,meeting
qxzHUvMquvaYfdeijYowa7gv9o7f+hMdPkblHjmbKrSS,"Hi there, I think your startup has a lot of potential and I'm keen to follow your journey. Please keep me updated on any new developments, awards, or milestones you hit.",1,updates,1,updates,1,1,,,,,,,1,updates,updates
HrGwMoQUnblY9K8r+cpF5n53s2K8F90M8mUPqmh16h7k,"Sorry, not for me.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
M=vYp4pVLxs-891O-nUra0WieR=jXaoX9FqGC6lR1BDy,STOP,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
PqbUQ9hpmTDOhzhvKUrSPVPlCR60Fo0TdyFZs-c3FWeA,"Hi, your pitch caught my attention and I'd like to arrange a meeting to discuss your startup further. When are you available and what's your preferred mode of communication?",1,meeting,1,meeting,1,1,,,,,,,1,meeting,meeting
jevpeBMHa-0pgr226XWKJ7ZDbaiIfHupGUiG7vQNvNbY,"Hi, I'm intrigued by the potential of your product. Could you please send me more information on your financial plan, including revenue streams and projections?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
rvw1hxBtzyCXdg3aTt9LlMrSlsNHs9kYIfdOu8VlnyHO,"thanks - this is not for me - I have seen startups in this market for over 20 years and it is tough. Don't contact me again please, but good luck",0,no specific reason,0,industry,1,0,,,,,,no specific reason,0,no specific reason,no specific reason
9pCP3g=4vUKkgDH9aV8yRGeDrYj3w7pFnH1s=Z08rIXN,Not the right fit.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
L3JJ2c8x8kLgcdd36V=aGoD7bjUjBtx4G0fkmjj-MzmR,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
NHRYkB6OHXRZo-MC7+SfhY60Fr+vcTwBayGoTyEdxkL,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
otiKMGA-Q3OFzhBT4fKjuQOlsPiRYs0rqH=HA2ElmbqU,"Hi Curtis, I appreciate you reaching out, but we're not in need of these services. Best of luck with your endeavors!",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
mV4bKuGlTioAoHlQ1uLEO2RKyNwHYaqnS5-VOvl=PoKw,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,click on link (meeting),1,1,,,,,,,1,click on link (meeting),meeting
Ci7rw3LvkJZF16SOW1Q0mGSR1XOQS3JwrQAx=sRz+a=a,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,click on link (meeting),1,1,,,,,,,1,click on link (meeting),meeting
r2lmyMOB3N6Z5ymDX1Rg-h+wH2S=VIzHgBvVichNl1aw,"No thanks, please remove me from your mailing list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
rKzCts39MsvHSm2XrnWnZWmBLRcOzhTIOUvI=6XPYVZ3,"Dear Curtis, I appreciate the work you're doing and would like to stay up to date on your progress. Please feel free to send me regular updates or news articles about your startup.",1,updates,1,updates,1,1,,,,,,,1,updates,updates
A69u6B-H8jTYsZtEkrWaDMIdifdOcuZKF2t9-30NlgYB,"Not interested, please unsubscribe me.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
mrSwRbRsQ0ZvGo2BcS2pkvW26w=7++Jg8VsxKdyLg8Ko,Unsubscribe thank you,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
3dOCnJxAqMdSicolQK1mkTtc-N+HUCqVPGsCv8XgTpiJ,"While we appreciate your interest in our firm, we do not believe that your startup aligns with our current investment thesis.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
ORD=zk=RPcQEf18=m0Tp1kZ8PqSJpevKuKl9rLp0lydp,"Not interested, good luck.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
LYFeWRRLY5vqeIxfCu5nrG-MK5yrueDnht=y8T1TUYDy,"no thanks, we r a European fund plus why do you try to raise $ from Europe? also your deck is impossible to read on mobile",0,geography,0,geography,1,1,,,,,,,0,geography,geography
IyYNAjM0Jv49APqXHGl7dz2o1lukX1gggkvtKibf01m=,"Hi Curtis, I'm intrigued by your startup, but I need more information to evaluate its potential. Could you provide me with more details on your team's technical skills and experience, as well as your financial projections for the next five years?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
VtoBasmD1wytaoXM0GzomRDJM-hmqup0h00003F82MAD,"Hi Curtis, thanks for reaching out. I think there's definitely a market for your employee perks platform, and I like the design and user experience you've presented in your pitch deck. However, I have some concerns about the level of competition in this space. Can you speak to how you plan to differentiate yourself from other players in the market?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
YHVwmawD0RJTsGRJUw9ZhINXqrC=se94Kyw5I2qvdQyo,"Thank you for sending over your pitch deck. While it's not a fit for my current investment focus, I would like to stay updated on your progress and potentially invest in the future.",1,updates,1,updates,1,1,,,,,,,1,updates,updates
fmcZdmT4IVAAIDc5Ax9wb07LO9FuQC2GWwlSCW=gCrlP,Im not a venture fund. Im a venture studio.,0,no investments,0,no investments,1,1,,,,,,,0,no investments,no investments
KQN=R9yMdSK1OojpMLUNvn=PppPgI6=slT1soVJug22=,"Hi Curtis, I just wanted to say that I enjoyed reading your pitch deck. In today's fast-paced business environment, it's becoming increasingly important for companies to prioritize employee well-being and satisfaction. I believe your platform has the potential to help companies achieve these goals. However, I need to make sure that the success of your platform can be measured. Could you share more about how you plan to measure the success of your platform, and what metrics you will be using? ",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
N64ApkvXPirm+bsUWGJaWPBR0LclJGhtagFWDORBbk4z,"No interest, sorry.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
v5WILN+Yj1mTsRNkfvZ7SQ+4x6STK4bDiZy8+e3M2sCA,"Hi Curtis, Thank you so much for reaching out!  Whenever you get a chance, please fill out a profile on our site (""share your business [URL]).  We streamline all new opportunities that way as it helps our remote first team stay organized with a high volume of companies, and also gets us to speed faster to see if it could be a fit for our fund. Appreciate you thinking of us, looking forward to learning more about your business :)",1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
mKYGk7HmDa7W8BayXuUBkzApxukd0DMPpPXYzVm98ImR,"Hi there, I'm curious about your product's intellectual property. Can you provide more information on any patents, trademarks, or other IP protections you've secured?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
ksNqr+RX7IdeDtAqmuXLjACOoRMm1lKKGeRk-BKqyU47,"Thank you for your pitch, however, I'm afraid we do not invest in startups at such an early stage.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
vo4QNB9aKjnekL1ie-BP82meLTf5dxCPojEgsZ-ZY8fj,"Thanks for reaching out, but I'm not interested. Kindly unsubscribe me from your list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
H9T=O+PRpekStL-cUTxI10Mhfmhl88m009Nd0JH8NdF1,Hi Curt - we dont invest in seed. Good luck,0,stage,0,stage,1,1,,,,,,,0,stage,stage
ds7rd6YoCf3WKrIZ8uLEF6gjHP82pUeLbQtWMtbrnZAU,"Thank you for your pitch, however, we do not invest in startups at this stage.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
vQ5fTENsf3Y2YUV8UYj9bxy0YeZUdXpIXN8cFPW-MdP4,"No, not for me.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
9khi+PTrTmVDvxzG3QdtwPA3kDJvSrCKQoNJHUMNOqCP,"Dear Curtis, thank you for sending over your pitch deck for Perksouq. Unfortunately, we do not believe that it aligns with our investment portfolio.",0,portfolio conflict,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
GZ+xdYTM9K5ipVL5AwiSTElQkGKY2nKtObhorVWdCIkO,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,click on link (meeting),1,1,,,,,,,1,click on link (meeting),meeting
1mLZs1B2Rsc+eTvlF5SfbTgdR8+vYeFtpOBoeM3qhcHF,"Although I'm tempted to invest, I typically don't invest in companies at such an early stage.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
mgZP8TGDu1FkH8Cbcj8xjFQhcsr6SvEs2NwYMIm5F1oL,"Hi there, I'm impressed with what you've presented in your pitch and would like to schedule a meeting to discuss your startup further. What times work for you and what's your preferred method of communication?",1,meeting,1,meeting,1,1,,,,,,,1,meeting,meeting
j3XEWP5d=0JDmWHYwNei2K2+ynIUrbuTCxefLvV-PwF+,"Thanks for your pitch, but we don't invest in startups in this stage of development.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
